date,temp,humidity,radiation,precip,location,hemisphere
2023-07-17,15.13,29.79,958.34,0.58,Madrid,north
2023-07-18,16.2,22.75,955.22,0.22,Madrid,north
2023-07-19,13.25,29.9,952.0,0.41,Madrid,north
2023-07-20,15.77,38.53,948.68,0.07,Madrid,north
2023-07-21,13.93,33.14,945.26,0.65,Madrid,north
2023-07-22,12.22,33.76,941.73,0.54,Madrid,north
2023-07-23,13.74,28.99,938.1,0.58,Madrid,north
2023-07-24,14.66,32.46,934.37,0.0,Madrid,north
2023-07-25,10.12,30.07,930.54,0.17,Madrid,north
2023-07-26,14.24,26.8,926.62,0.56,Madrid,north
2023-07-27,13.9,27.01,922.59,0.71,Madrid,north
2023-07-28,12.16,27.32,918.47,0.41,Madrid,north
2023-07-29,12.57,26.38,914.26,0.58,Madrid,north
2023-07-30,12.34,27.21,909.95,0.0,Madrid,north
2023-07-31,12.97,31.61,905.56,0.37,Madrid,north
2023-08-01,14.63,18.78,901.07,0.93,Madrid,north
2023-08-02,14.37,26.45,896.49,0.82,Madrid,north
2023-08-03,9.77,26.27,891.82,0.28,Madrid,north
2023-08-04,14.81,33.42,887.07,0.36,Madrid,north
2023-08-05,12.69,28.64,882.23,1.11,Madrid,north
2023-08-06,13.82,34.04,877.31,0.0,Madrid,north
2023-08-07,12.58,33.52,872.31,0.69,Madrid,north
2023-08-08,12.47,34.38,867.23,0.0,Madrid,north
2023-08-09,12.94,33.76,862.06,0.54,Madrid,north
2023-08-10,10.95,34.08,856.82,0.79,Madrid,north
2023-08-11,9.88,31.81,851.51,0.07,Madrid,north
2023-08-12,8.22,31.43,846.11,0.96,Madrid,north
2023-08-13,8.34,32.49,840.65,0.33,Madrid,north
2023-08-14,9.84,36.48,835.11,1.58,Madrid,north
2023-08-15,5.76,32.28,829.51,0.75,Madrid,north
2023-08-16,4.94,42.33,823.84,0.34,Madrid,north
2023-08-17,6.49,38.67,818.1,0.0,Madrid,north
2023-08-18,8.27,29.07,812.29,0.42,Madrid,north
2023-08-19,8.36,38.2,806.42,0.7,Madrid,north
2023-08-20,11.56,34.76,800.5,0.21,Madrid,north
2023-08-21,9.61,34.34,794.51,0.73,Madrid,north
2023-08-22,-0.94,37.16,788.46,0.4,Madrid,north
2023-08-23,5.84,31.84,782.36,1.09,Madrid,north
2023-08-24,2.41,51.1,776.21,1.28,Madrid,north
2023-08-25,7.01,45.09,770.0,0.67,Madrid,north
2023-08-26,4.26,40.96,763.74,0.0,Madrid,north
2023-08-27,7.03,42.06,757.44,0.89,Madrid,north
2023-08-28,2.71,37.35,751.08,0.41,Madrid,north
2023-08-29,3.92,25.01,744.69,0.0,Madrid,north
2023-08-30,4.19,42.46,738.24,2.64,Madrid,north
2023-08-31,6.7,33.15,731.76,0.19,Madrid,north
2023-09-01,6.94,40.43,725.24,0.84,Madrid,north
2023-09-02,5.05,43.62,718.69,2.34,Madrid,north
2023-09-03,4.39,38.69,712.09,0.96,Madrid,north
2023-09-04,3.24,27.21,705.47,0.96,Madrid,north
2023-09-05,2.5,45.04,698.81,0.72,Madrid,north
2023-09-06,6.77,34.45,692.12,1.54,Madrid,north
2023-09-07,0.31,43.71,685.41,0.37,Madrid,north
2023-09-08,5.26,37.52,678.67,1.19,Madrid,north
2023-09-09,4.2,41.52,671.91,0.99,Madrid,north
2023-09-10,6.37,37.09,665.12,1.87,Madrid,north
2023-09-11,2.12,46.23,658.32,2.75,Madrid,north
2023-09-12,1.05,29.72,651.5,0.77,Madrid,north
2023-09-13,1.09,38.17,644.66,0.32,Madrid,north
2023-09-14,1.23,48.27,637.81,1.71,Madrid,north
2023-09-15,4.44,52.98,630.95,0.0,Madrid,north
2023-09-16,-3.04,51.85,624.09,0.9,Madrid,north
2023-09-17,1.67,33.03,617.21,0.0,Madrid,north
2023-09-18,3.01,41.65,610.33,0.0,Madrid,north
2023-09-19,-0.42,47.93,603.44,1.97,Madrid,north
2023-09-20,1.73,57.18,596.56,1.74,Madrid,north
2023-09-21,4.77,50.0,589.67,1.56,Madrid,north
2023-09-22,-1.68,35.65,582.79,0.0,Madrid,north
2023-09-23,1.37,43.99,575.91,1.11,Madrid,north
2023-09-24,0.67,46.7,569.05,1.78,Madrid,north
2023-09-25,0.58,43.2,562.19,0.0,Madrid,north
2023-09-26,2.18,41.11,555.34,0.0,Madrid,north
2023-09-27,2.03,49.9,548.5,1.5,Madrid,north
2023-09-28,2.07,40.18,541.68,0.49,Madrid,north
2023-09-29,-1.06,54.63,534.88,1.74,Madrid,north
2023-09-30,-0.57,50.53,528.09,1.2,Madrid,north
2023-10-01,-0.44,48.99,521.33,1.76,Madrid,north
2023-10-02,-0.6,40.75,514.59,1.2,Madrid,north
2023-10-03,-0.96,41.61,507.88,0.0,Madrid,north
2023-10-04,-1.04,47.82,501.19,1.47,Madrid,north
2023-10-05,-1.07,50.27,494.53,0.35,Madrid,north
2023-10-06,0.34,50.38,487.91,1.51,Madrid,north
2023-10-07,2.03,47.3,481.31,0.0,Madrid,north
2023-10-08,-1.1,53.1,474.76,0.86,Madrid,north
2023-10-09,-0.39,40.78,468.24,0.0,Madrid,north
2023-10-10,-0.04,53.63,461.76,0.0,Madrid,north
2023-10-11,-0.46,46.53,455.31,0.0,Madrid,north
2023-10-12,-1.14,51.52,448.92,1.37,Madrid,north
2023-10-13,0.11,59.16,442.56,2.11,Madrid,north
2023-10-14,-2.14,55.82,436.26,0.0,Madrid,north
2023-10-15,-1.29,56.73,430.0,1.78,Madrid,north
2023-10-16,0.11,61.36,423.79,0.0,Madrid,north
2023-10-17,-0.02,51.68,417.64,2.4,Madrid,north
2023-10-18,-1.43,56.4,411.54,3.01,Madrid,north
2023-10-19,-0.45,51.78,405.49,0.41,Madrid,north
2023-10-20,-3.15,58.36,399.5,2.73,Madrid,north
2023-10-21,-2.29,44.46,393.58,0.05,Madrid,north
2023-10-22,-0.97,49.12,387.71,0.0,Madrid,north
2023-10-23,-2.76,43.99,381.9,1.4,Madrid,north
2023-10-24,-2.71,54.82,376.16,2.79,Madrid,north
2023-10-25,-3.75,44.12,370.49,0.91,Madrid,north
2023-10-26,-1.02,48.04,364.89,0.43,Madrid,north
2023-10-27,-2.67,55.66,359.35,0.07,Madrid,north
2023-10-28,3.34,54.54,353.89,1.25,Madrid,north
2023-10-29,-2.96,42.96,348.49,3.02,Madrid,north
2023-10-30,-8.31,63.29,343.18,0.0,Madrid,north
2023-10-31,-4.72,56.29,337.94,4.27,Madrid,north
2023-11-01,-1.36,56.2,332.77,0.0,Madrid,north
2023-11-02,-0.69,55.62,327.69,2.08,Madrid,north
2023-11-03,-5.91,60.43,322.69,1.5,Madrid,north
2023-11-04,-4.68,52.95,317.77,0.79,Madrid,north
2023-11-05,-2.92,59.87,312.93,0.0,Madrid,north
2023-11-06,-3.69,69.3,308.18,0.0,Madrid,north
2023-11-07,-2.74,58.16,303.51,0.6,Madrid,north
2023-11-08,0.55,56.49,298.93,2.38,Madrid,north
2023-11-09,-3.53,63.52,294.44,0.71,Madrid,north
2023-11-10,-2.13,59.51,290.05,1.92,Madrid,north
2023-11-11,-4.13,55.4,285.74,4.29,Madrid,north
2023-11-12,-0.68,58.74,281.53,2.09,Madrid,north
2023-11-13,-1.76,49.58,277.41,1.33,Madrid,north
2023-11-14,-1.82,62.87,273.38,0.0,Madrid,north
2023-11-15,-1.96,67.12,269.46,0.83,Madrid,north
2023-11-16,-2.31,63.51,265.63,0.44,Madrid,north
2023-11-17,0.75,61.09,261.9,1.68,Madrid,north
2023-11-18,-2.72,56.0,258.27,2.27,Madrid,north
2023-11-19,-0.71,65.7,254.74,2.3,Madrid,north
2023-11-20,-4.1,63.37,251.32,0.0,Madrid,north
2023-11-21,-0.04,57.61,248.0,1.88,Madrid,north
2023-11-22,0.47,60.6,244.78,1.07,Madrid,north
2023-11-23,1.55,55.28,241.66,2.18,Madrid,north
2023-11-24,-0.56,68.54,238.66,0.0,Madrid,north
2023-11-25,-0.69,69.57,235.76,3.39,Madrid,north
2023-11-26,-2.13,62.9,232.97,4.22,Madrid,north
2023-11-27,-3.33,64.3,230.28,1.42,Madrid,north
2023-11-28,-0.03,60.1,227.71,2.76,Madrid,north
2023-11-29,1.51,74.08,225.25,0.0,Madrid,north
2023-11-30,-1.11,70.71,222.9,4.22,Madrid,north
2023-12-01,-0.04,57.8,220.66,0.77,Madrid,north
2023-12-02,2.03,69.05,218.53,3.04,Madrid,north
2023-12-03,4.08,63.71,216.51,0.0,Madrid,north
2023-12-04,-2.04,65.46,214.61,2.89,Madrid,north
2023-12-05,3.95,67.37,212.82,1.17,Madrid,north
2023-12-06,0.37,72.61,211.15,0.0,Madrid,north
2023-12-07,0.57,66.28,209.6,1.1,Madrid,north
2023-12-08,4.54,62.4,208.15,5.39,Madrid,north
2023-12-09,-0.23,62.94,206.83,0.01,Madrid,north
2023-12-10,2.53,67.15,205.62,3.09,Madrid,north
2023-12-11,-0.26,59.03,204.53,0.51,Madrid,north
2023-12-12,2.1,60.21,203.55,0.97,Madrid,north
2023-12-13,2.78,63.69,202.7,0.0,Madrid,north
2023-12-14,-0.32,67.16,201.96,1.95,Madrid,north
2023-12-15,7.53,73.86,201.34,0.0,Madrid,north
2023-12-16,-0.87,67.62,200.83,3.89,Madrid,north
2023-12-17,3.7,65.68,200.45,2.9,Madrid,north
2023-12-18,5.31,75.76,200.18,0.0,Madrid,north
2023-12-19,3.61,62.18,200.03,0.0,Madrid,north
2023-12-20,0.36,67.4,200.0,0.0,Madrid,north
2023-12-21,4.65,68.76,200.09,0.0,Madrid,north
2023-12-22,4.26,76.59,200.3,1.76,Madrid,north
2023-12-23,2.31,67.63,200.63,0.98,Madrid,north
2023-12-24,2.27,60.59,201.07,0.5,Madrid,north
2023-12-25,6.35,65.11,201.63,0.0,Madrid,north
2023-12-26,3.89,74.85,202.31,0.0,Madrid,north
2023-12-27,4.65,71.48,203.11,2.09,Madrid,north
2023-12-28,5.58,72.54,204.03,0.0,Madrid,north
2023-12-29,5.9,76.46,205.06,0.77,Madrid,north
2023-12-30,5.62,64.57,206.21,3.41,Madrid,north
2023-12-31,3.85,77.95,207.48,0.5,Madrid,north
